Id,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,text_len,word_count,hashtag_count,emoji_count,SentimentSimple,Sentiment_norm,TextLength,LengthGroup
125, Elation after a surprise reunion with old friends.    , Elation       ,2020-04-02 09:30:00, JoyfulReunion2  ,Instagram, #Elation #OldFriends                          ,25.0,50.0,Canada,2020,4,2,9,55,8,2,1,Positive,Elation,55,30-59
126, The euphoria of a live music concert under the stars.  , Euphoria      ,2021-06-19 14:45:00, MusicEnthusiast ,Facebook, #Euphoria #LiveMusic                          ,15.0,30.0,Usa,2021,6,19,14,56,10,2,1,Positive,Euphoria,56,30-59
127, Contentment in the simplicity of a quiet Sunday.       , Contentment   ,2010-08-15 10:00:00, SimpleJoys      ,Twitter, #Contentment #SundayMood                      ,30.0,60.0,Australia,2010,8,15,10,56,8,2,1,Positive,Contentment,56,30-59
128, Serenity found in the pages of a favorite book.        , Serenity      ,2011-09-22 19:30:00, BookLover3      ,Instagram, #Serenity #BookTime                           ,22.0,45.0,United Kingdom,2011,9,22,19,56,9,2,1,Positive,Serenity,56,30-59
129, Gratitude for the support received during tough times. , Gratitude     ,2012-03-10 08:30:00, SupportiveFriend,Facebook, #Gratitude #Supportive                        ,15.0,30.0,India,2012,3,10,8,56,8,2,1,Positive,Gratitude,56,30-59
130, Hopeful about the possibilities of a new journey.      , Hope          ,2013-12-05 16:00:00, JourneyOptimist ,Twitter, #Hope #NewBeginnings                          ,18.0,35.0,Canada,2013,12,5,16,56,8,2,1,Positive,Hope,56,30-59
131, Empowerment through learning and personal growth.      , Empowerment   ,2014-07-20 11:30:00, GrowthSeeker    ,Instagram, #Empowerment #PersonalGrowth                  ,25.0,50.0,Usa,2014,7,20,11,56,6,2,1,Positive,Empowerment,56,30-59
132, Compassion towards those in need during the holidays.  , Compassion    ,2015-12-22 14:20:00, HolidayHelper   ,Facebook, #Compassion #HolidaySupport                   ,18.0,35.0,Usa,2015,12,22,14,56,8,2,1,Positive,Compassion,56,30-59
133, Tenderness in the warmth of a cozy winter evening.     , Tenderness    ,2016-02-10 19:45:00, WinterWarmth    ,Twitter, #Tenderness #CozyEvening                     ,25.0,50.0,United Kingdom,2016,2,10,19,56,9,2,1,Positive,Tenderness,56,30-59
134, Arousal of excitement for an upcoming adventure.       , Arousal       ,2017-04-30 11:30:00, AdventureAwaits ,Instagram, #Arousal #AdventureTime                       ,20.0,40.0,Australia,2017,4,30,11,56,7,2,1,Negative,Arousal,56,30-59
135, Enthusiasm for a creative project in the making.       , Enthusiasm    ,2018-09-15 16:00:00, CreativeSpirit  ,Facebook, #Enthusiasm #Creativity                       ,15.0,30.0,Canada,2018,9,15,16,56,8,2,1,Positive,Enthusiasm,56,30-59
136, Fulfillment in completing a challenging workout routine., Fulfillment  ,2019-06-28 18:20:00, FitnessAchiever ,Twitter, #Fulfillment #FitnessGoals                   ,22.0,45.0,India,2019,6,28,18,57,7,2,1,Positive,Fulfillment,57,30-59
137, Reverence for the artistry displayed in a museum.      , Reverence     ,2020-11-11 15:00:00, ArtAppreciator  ,Instagram, #Reverence #ArtAppreciation                  ,18.0,35.0,United Kingdom,2020,11,11,15,56,8,2,1,Positive,Reverence,56,30-59
138, Elation after achieving a personal goal.               , Elation       ,2021-03-02 09:30:00, GoalAchiever2   ,Facebook, #Elation #PersonalAchievement                ,25.0,50.0,Usa,2021,3,2,9,56,6,2,1,Positive,Elation,56,30-59
139, Elation over discovering a hidden gem in the city.   , Elation       ,2012-02-18 14:30:00, UrbanExplorer2  ,Twitter, #Elation #HiddenGem                            ,20.0,40.0,Usa,2012,2,18,14,54,9,2,1,Positive,Elation,54,30-59
140, The euphoria of a surprise birthday celebration.     , Euphoria      ,2018-11-05 21:45:00, BirthdayJoy     ,Instagram, #Euphoria #BirthdaySurprise                   ,15.0,30.0,United Kingdom,2018,11,5,21,54,7,2,1,Positive,Euphoria,54,30-59
141, Contentment in the simplicity of a home-cooked meal. , Contentment   ,2015-09-12 13:20:00, HomeChef        ,Facebook, #Contentment #HomeCooking                     ,25.0,50.0,India,2015,9,12,13,54,8,2,2,Positive,Contentment,54,30-59
142, Serenity found in the melody of a peaceful piano.    , Serenity      ,2016-07-30 18:10:00, MusicLover4     ,Twitter, #Serenity #PeacefulMelody                    ,18.0,35.0,Canada,2016,7,30,18,54,9,2,1,Positive,Serenity,54,30-59
143, Gratitude for the supportive community around me.    , Gratitude     ,2013-04-20 10:30:00, CommunityLove   ,Instagram, #Gratitude #CommunitySupport                   ,30.0,60.0,Usa,2013,4,20,10,54,7,2,1,Positive,Gratitude,54,30-59
144, Hopeful about the prospects of a new business venture., Hope          ,2017-12-08 19:15:00, EntrepreneurHope,Facebook, #Hope #BusinessVenture                        ,22.0,45.0,Canada,2017,12,8,19,55,9,2,1,Positive,Hope,55,30-59
145, Empowerment through mentoring and guiding others.    , Empowerment   ,2014-06-03 08:20:00, MentorEmpower   ,Twitter, #Empowerment #Mentorship                      ,15.0,30.0,United Kingdom,2014,6,3,8,54,6,2,1,Positive,Empowerment,54,30-59
146, Compassion shown through acts of kindness in the community., Compassion,2019-01-15 14:50:00, KindnessInAction,Instagram, #Compassion #CommunityKindness               ,18.0,35.0,Australia,2019,1,15,14,60,9,2,1,Positive,Compassion,60,60-89
147, Tenderness in a heartfelt message to a loved one.    , Tenderness    ,2016-12-25 19:30:00, LoveExpress     ,Facebook, #Tenderness #LoveNote                         ,25.0,50.0,United Kingdom,2016,12,25,19,54,9,2,1,Positive,Tenderness,54,30-59
148, Arousal of excitement before a much-awaited trip.    , Arousal       ,2018-03-10 09:45:00, TravelExcitement,Twitter, #Arousal #TravelAdventure                     ,20.0,40.0,India,2018,3,10,9,54,7,2,2,Negative,Arousal,54,30-59
149, Enthusiasm for a new artistic project in the works.  , Enthusiasm    ,2020-09-17 16:30:00, ArtisticSpirit  ,Instagram, #Enthusiasm #ArtisticProject                 ,15.0,30.0,Usa,2020,9,17,16,54,9,2,1,Positive,Enthusiasm,54,30-59
150, Feeling a sense of fulfillment after helping others. , Fulfillment   ,2011-08-28 18:45:00, HelperHeart     ,Facebook, #Fulfillment #HelpingOthers                  ,22.0,45.0,Canada,2011,8,28,18,54,8,2,1,Positive,Fulfillment,54,30-59
151, Reverence for the historical significance of a landmark., Reverence ,2017-11-01 15:30:00, HistoryBuff     ,Twitter, #Reverence #HistoricalSite                   ,18.0,35.0,Australia,2017,11,1,15,57,8,2,1,Positive,Reverence,57,30-59
152, Elation after achieving a fitness milestone.         , Elation       ,2019-06-15 10:00:00, FitnessAchiever2,Instagram, #Elation #FitnessMilestone                   ,25.0,50.0,United Kingdom,2019,6,15,10,54,6,2,1,Positive,Elation,54,30-59
153, The euphoria of a successful product launch.         , Euphoria      ,2022-04-03 11:45:00, ProductLaunchJoy,Facebook, #Euphoria #ProductLaunchSuccess              ,15.0,30.0,Usa,2022,4,3,11,54,7,2,1,Positive,Euphoria,54,30-59
154, Contentment in the embrace of a loved one.           , Contentment   ,2010-11-12 20:20:00, LovingEmbrace   ,Twitter, #Contentment #Love                             ,30.0,60.0,India,2010,11,12,20,54,8,2,1,Positive,Contentment,54,30-59
155, Serenity found in the beauty of a sunset by the sea.  , Serenity      ,2011-07-22 18:30:00, SunsetWatcher2  ,Instagram, #Serenity #SunsetViews                       ,22.0,45.0,Canada,2011,7,22,18,55,11,2,1,Positive,Serenity,55,30-59
156, Gratitude for the small joys that each day brings.   , Gratitude     ,2012-03-30 11:20:00, JoyfulHeart2    ,Facebook, #Gratitude #SmallJoys                        ,15.0,30.0,Australia,2012,3,30,11,54,9,2,1,Positive,Gratitude,54,30-59
157, Hopeful about the potential for personal growth.      , Hope          ,2013-10-05 16:40:00, GrowthOptimist  ,Twitter, #Hope #PersonalDevelopment                    ,18.0,35.0,United Kingdom,2013,10,5,16,55,7,2,1,Positive,Hope,55,30-59
158, Empowerment through learning a new skill.            , Empowerment   ,2014-07-10 13:15:00, SkillEmpower    ,Instagram, #Empowerment #SkillBuilding                   ,25.0,50.0,India,2014,7,10,13,54,6,2,1,Positive,Empowerment,54,30-59
159, Compassion in volunteering for a local charity.       , Compassion    ,2015-12-18 14:20:00, CharityVolunteer,Facebook, #Compassion #VolunteerWork                   ,18.0,35.0,Usa,2015,12,18,14,55,7,2,1,Positive,Compassion,55,30-59
160, Tenderness in a quiet moment shared with a pet.      , Tenderness    ,2016-02-10 19:45:00, PetLove         ,Twitter, #Tenderness #PetLove                          ,25.0,50.0,Canada,2016,2,10,19,54,9,2,1,Positive,Tenderness,54,30-59
161, Arousal of excitement for an upcoming festival.       , Arousal       ,2017-09-25 11:30:00, FestivalFan     ,Instagram, #Arousal #FestivalExcitement               ,20.0,40.0,United Kingdom,2017,9,25,11,55,7,2,1,Negative,Arousal,55,30-59
162, Enthusiasm for a DIY home improvement project.       , Enthusiasm    ,2018-04-15 16:00:00, DIYEnthusiast   ,Facebook, #Enthusiasm #HomeImprovement                 ,15.0,30.0,Australia,2018,4,15,16,54,7,2,1,Positive,Enthusiasm,54,30-59
163, Fulfillment in completing a challenging puzzle.      , Fulfillment   ,2019-11-28 18:20:00, PuzzleMaster    ,Twitter, #Fulfillment #PuzzleChallenge                ,22.0,45.0,India,2019,11,28,18,54,6,2,1,Positive,Fulfillment,54,30-59
164, Reverence for the wonders of nature on a hiking trail., Reverence ,2020-05-11 15:00:00, NatureAdmirer   ,Instagram, #Reverence #NatureExploration                ,18.0,35.0,Usa,2020,5,11,15,55,10,2,1,Positive,Reverence,55,30-59
165, Elation after a surprise reunion with a childhood friend., Elation   ,2021-02-05 09:30:00, ChildhoodJoy    ,Facebook, #Elation #FriendshipReunion                  ,25.0,50.0,Canada,2021,2,5,9,58,9,2,1,Positive,Elation,58,30-59
166, Suffering from despair after another setback.      , Despair         ,2021-03-10 08:30:00, StrugglingSoul    ,Twitter, #Despair #Struggle                              ,5.0,10.0,Usa,2021,3,10,8,52,6,2,1,Negative,Despair,52,30-59
167," Overwhelmed by grief, missing a loved one dearly.  ", Grief           ,2022-07-05 15:45:00, MourningHeart     ,Instagram, #Grief #Loss                                   ,8.0,15.0,Canada,2022,7,5,15,52,8,2,1,Negative,Grief,52,30-59
168, Loneliness creeps in as the night grows colder.    , Loneliness      ,2019-11-18 21:20:00, SolitarySoul      ,Facebook, #Loneliness #Isolation                         ,10.0,20.0,United Kingdom,2019,11,18,21,52,8,2,1,Negative,Loneliness,52,30-59
169, Jealousy consumes me as I witness others' success. , Jealousy        ,2020-08-12 11:30:00, EnviousObserver   ,Twitter, #Jealousy #Envy                               ,12.0,25.0,India,2020,8,12,11,52,8,2,2,Negative,Jealousy,52,30-59
170, Resentment building up over past betrayals.        , Resentment      ,2018-05-22 14:45:00, BitterHeart       ,Instagram, #Resentment #Bitterness                       ,7.0,15.0,Australia,2018,5,22,14,52,6,2,1,Negative,Resentment,52,30-59
171, Frustration mounts as obstacles block my path.     , Frustration     ,2017-01-30 16:10:00, BlockedGoals      ,Facebook, #Frustration #Obstacles                       ,10.0,20.0,Usa,2017,1,30,16,52,7,2,1,Negative,Frustration,52,30-59
172," Boredom sets in, the day feels endlessly dull.     ", Boredom         ,2016-09-28 19:45:00, BoredMind         ,Twitter, #Boredom #LackOfInterest                     ,8.0,15.0,Canada,2016,9,28,19,52,8,2,1,Negative,Boredom,52,30-59
173," Anxiety grips my heart, worry clouds my thoughts.  ", Anxiety         ,2019-04-15 09:00:00, WorriedMind       ,Instagram, #Anxiety #Worry                               ,12.0,25.0,United Kingdom,2019,4,15,9,52,8,2,1,Negative,Anxiety,52,30-59
174, Intimidation by the unknown future ahead.          , Intimidation    ,2021-12-03 18:30:00, FearfulSoul       ,Facebook, #Intimidation #Fear                           ,15.0,30.0,India,2021,12,3,18,52,6,2,1,Negative,Intimidation,52,30-59
175, Helplessness sinks in as challenges pile up.       , Helplessness    ,2020-06-20 14:20:00, OverwhelmedHeart  ,Twitter, #Helplessness #Overwhelmed                    ,8.0,15.0,Australia,2020,6,20,14,52,7,2,1,Negative,Helplessness,52,30-59
176, Envy eats away at me as I see others' prosperity.  , Envy            ,2018-11-07 11:30:00, CovetousMind     ,Instagram, #Envy #Desire                                ,10.0,20.0,Canada,2018,11,7,11,52,10,2,2,Negative,Envy,52,30-59
177, Regret over missed opportunities haunts my thoughts., Regret         ,2017-08-25 16:00:00, RemorsefulSoul   ,Facebook, #Regret #MissedChances                       ,12.0,25.0,United Kingdom,2017,8,25,16,53,7,2,1,Negative,Regret,53,30-59
178, Disgust at the sight of injustice and cruelty.     , Disgust         ,2019-02-11 09:45:00, DisgustedHeart   ,Twitter, #Disgust #Injustice                          ,7.0,15.0,India,2019,2,11,9,52,8,2,1,Negative,Disgust,52,30-59
179," Drowning in despair, hope slipping through my fingers.", Despair      ,2016-04-02 20:20:00, HopelessHeart    ,Instagram, #Despair #Hopeless                           ,10.0,20.0,Usa,2016,4,2,20,55,8,2,1,Negative,Despair,55,30-59
180," Grief weighs heavy, tears a constant companion.    ", Grief           ,2015-10-18 15:30:00, TearfulSoul      ,Facebook, #Grief #Tears                                ,12.0,25.0,Canada,2015,10,18,15,52,7,2,1,Negative,Grief,52,30-59
181," Loneliness in a crowded room, a silent cry for connection.", Loneliness ,2019-07-12 18:10:00, IsolatedMind     ,Twitter, #Loneliness #SeekingConnection              ,15.0,30.0,United Kingdom,2019,7,12,18,59,10,2,1,Negative,Loneliness,59,30-59
182," Jealousy gnaws at my confidence, a toxic emotion.  ", Jealousy        ,2018-06-03 16:30:00, SelfDoubt        ,Instagram, #Jealousy #Insecurity                       ,8.0,15.0,India,2018,6,3,16,52,8,2,1,Negative,Jealousy,52,30-59
183," Resentment festers, poisoning relationships.       ", Resentment      ,2022-01-15 12:00:00, BrokenTrust      ,Facebook, #Resentment #BrokenTrust                     ,10.0,20.0,Australia,2022,1,15,12,52,4,2,1,Negative,Resentment,52,30-59
184," Frustration boils over, a volcanic eruption of emotions.", Frustration ,2017-04-10 14:45:00, ExplosiveMind    ,Twitter, #Frustration #EmotionalOutburst             ,12.0,25.0,Usa,2017,4,10,14,57,8,2,1,Negative,Frustration,57,30-59
185," Boredom settles like dust, life feels mundane.     ", Boredom         ,2016-11-28 19:00:00, MundaneHeart     ,Instagram, #Boredom #Monotony                          ,7.0,15.0,Canada,2016,11,28,19,52,7,2,1,Negative,Boredom,52,30-59
186," Anxiety grips my chest, a relentless grip on my thoughts.", Anxiety   ,2018-09-05 09:30:00, RestlessMind     ,Facebook, #Anxiety #Restlessness                      ,10.0,20.0,United Kingdom,2018,9,5,9,58,10,2,1,Negative,Anxiety,58,30-59
187," Intimidation by the challenges ahead, fear takes hold.", Intimidation ,2021-10-22 18:30:00, FearfulJourney   ,Twitter, #Intimidation #FacingFear                   ,15.0,30.0,India,2021,10,22,18,55,8,2,1,Negative,Intimidation,55,30-59
188," Helplessness engulfs me, drowning in a sea of problems.", Helplessness ,2019-05-08 14:20:00, OverwhelmedSoul  ,Instagram, #Helplessness #Struggling                   ,8.0,15.0,Australia,2019,5,8,14,56,9,2,1,Negative,Helplessness,56,30-59
189," Envy poisons my thoughts, coveting others' success.", Envy            ,2017-03-20 11:30:00, GreenEyedMonster ,Facebook, #Envy #Success                              ,10.0,20.0,Canada,2017,3,20,11,52,7,2,2,Negative,Envy,52,30-59
190, Regret for decisions that led to a painful present., Regret         ,2018-12-15 16:00:00, RegretfulMind    ,Twitter, #Regret #PastChoices                        ,12.0,25.0,Usa,2018,12,15,16,52,9,2,1,Negative,Regret,52,30-59
191, Disgust at the corruption that stains society.     , Disgust         ,2016-07-01 09:45:00, CorruptedHeart   ,Instagram, #Disgust #Corruption                        ,7.0,15.0,United Kingdom,2016,7,1,9,52,7,2,1,Negative,Disgust,52,30-59
192," Sinking in despair, each day darker than the last. ", Despair         ,2020-08-20 20:20:00, DrowningSoul     ,Facebook, #Despair #DarkDays                          ,10.0,20.0,India,2020,8,20,20,52,9,2,1,Negative,Despair,52,30-59
193," Grief overwhelms, a storm of emotions within.      ", Grief           ,2021-02-25 15:30:00, StormyHeart      ,Twitter, #Grief #EmotionalStorm                      ,12.0,25.0,Canada,2021,2,25,15,52,7,2,1,Negative,Grief,52,30-59
194," Loneliness echoes in empty spaces, yearning for connection.", Loneliness ,2019-09-12 18:10:00, EchoingSoul     ,Instagram, #Loneliness #YearningForConnection         ,15.0,30.0,Australia,2019,9,12,18,60,8,2,1,Negative,Loneliness,60,60-89
195," Jealousy poisons my thoughts, resentment brewing within.", Jealousy    ,2018-08-05 16:30:00, PoisonedMind    ,Facebook, #Jealousy #Resentment                       ,8.0,15.0,Usa,2018,8,5,16,57,7,2,1,Negative,Jealousy,57,30-59
